                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.1372,                0.69082,                0.86653,                0.52729,                0.38752,                0.40191,                0.24045,                 1.2104,                0.85405,                0.88255,               0.005017,               0.005017,               0.005017
                    154,                 1.1336,                0.69262,                0.86894,                0.52518,                0.39012,                0.40158,                0.24048,                 1.2098,                 0.8543,                0.88245,               0.004984,               0.004984,               0.004984
                    155,                 1.1399,                0.69323,                0.86847,                0.52433,                 0.3903,                 0.4012,                 0.2402,                 1.2095,                0.85454,                0.88232,               0.004951,               0.004951,               0.004951
                    156,                 1.1364,                0.69266,                0.86733,                0.52224,                0.39055,                0.40127,                0.24013,                 1.2093,                0.85518,                0.88235,               0.004918,               0.004918,               0.004918
                    157,                 1.1388,                0.69353,                0.86853,                0.52289,                0.39083,                0.40117,                0.24001,                  1.209,                0.85511,                0.88226,               0.004885,               0.004885,               0.004885
                    158,                 1.1349,                0.69161,                0.86648,                 0.5199,                0.39239,                0.40107,                0.24013,                 1.2085,                0.85535,                0.88225,               0.004852,               0.004852,               0.004852
                    159,                 1.1367,                0.69211,                0.86612,                0.51761,                0.39424,                0.40164,                0.24029,                 1.2089,                0.85513,                0.88226,               0.004819,               0.004819,               0.004819
                    160,                 1.1329,                0.69128,                0.86668,                0.52195,                0.39162,                0.40128,                0.24011,                 1.2089,                0.85511,                0.88218,               0.004786,               0.004786,               0.004786
                    161,                 1.1379,                0.69411,                0.86668,                  0.524,                0.39138,                0.40123,                0.24048,                 1.2087,                0.85481,                0.88215,               0.004753,               0.004753,               0.004753
                    162,                 1.1332,                0.69197,                 0.8682,                0.52066,                0.39316,                0.40101,                0.24061,                 1.2086,                0.85475,                0.88208,                0.00472,                0.00472,                0.00472
                    163,                 1.1373,                0.69122,                0.86831,                0.51879,                0.39399,                0.40111,                0.24072,                 1.2081,                0.85462,                0.88204,               0.004687,               0.004687,               0.004687
                    164,                 1.1387,                0.69742,                0.86744,                0.51979,                 0.3949,                0.40156,                0.24064,                 1.2079,                0.85453,                0.88205,               0.004654,               0.004654,               0.004654
                    165,                 1.1502,                0.70246,                0.86848,                0.52253,                0.39323,                0.40203,                0.24084,                 1.2076,                0.85401,                0.88191,               0.004621,               0.004621,               0.004621
                    166,                  1.073,                0.62783,                0.85503,                0.52278,                0.39254,                0.40176,                0.24058,                 1.2082,                0.85504,                0.88203,               0.004588,               0.004588,               0.004588
                    167,                 1.0784,                0.63551,                0.85669,                0.51931,                0.39435,                 0.4016,                0.24031,                 1.2083,                0.85532,                0.88207,               0.004555,               0.004555,               0.004555
                    168,                 1.0931,                0.64547,                0.85826,                0.51931,                0.39288,                 0.4014,                0.24006,                 1.2086,                0.85629,                0.88213,               0.004522,               0.004522,               0.004522
                    169,                 1.0853,                0.64172,                0.85818,                0.51539,                0.39426,                0.40118,                0.24013,                 1.2089,                0.85674,                0.88224,               0.004489,               0.004489,               0.004489
                    170,                 1.0839,                0.64283,                0.85758,                0.51525,                0.39372,                0.40101,                0.23986,                 1.2097,                0.85762,                0.88242,               0.004456,               0.004456,               0.004456
                    171,                 1.0925,                0.64445,                 0.8574,                0.51603,                0.39358,                0.40062,                 0.2397,                 1.2098,                0.85791,                0.88251,               0.004423,               0.004423,               0.004423
                    172,                 1.0914,                0.64671,                0.85882,                0.51729,                0.39369,                0.40064,                0.23972,                 1.2103,                0.85849,                0.88262,                0.00439,                0.00439,                0.00439
                    173,                 1.0974,                0.65203,                0.85885,                 0.5242,                0.39028,                 0.4014,                0.23976,                 1.2109,                0.85853,                 0.8829,               0.004357,               0.004357,               0.004357
                    174,                 1.0978,                0.65215,                0.86032,                0.52423,                0.38957,                0.40094,                0.23945,                 1.2114,                0.85873,                  0.883,               0.004324,               0.004324,               0.004324
                    175,                 1.1012,                0.65181,                0.86034,                 0.5259,                 0.3877,                0.40029,                0.23913,                 1.2116,                0.85818,                0.88308,               0.004291,               0.004291,               0.004291
                    176,                 1.1029,                0.65654,                0.86027,                0.52126,                0.39075,                 0.4003,                0.23903,                 1.2117,                0.85877,                 0.8831,               0.004258,               0.004258,               0.004258
                    177,                    1.1,                0.65608,                0.85982,                0.52332,                0.38871,                0.40025,                0.23902,                  1.212,                0.85906,                0.88323,               0.004225,               0.004225,               0.004225
                    178,                 1.1058,                0.66078,                0.86095,                0.52481,                0.38748,                0.40014,                0.23919,                 1.2122,                0.85934,                0.88328,               0.004192,               0.004192,               0.004192
                    179,                 1.1106,                0.66563,                0.86231,                0.52214,                0.38798,                0.39985,                0.23897,                 1.2125,                0.85975,                0.88332,               0.004159,               0.004159,               0.004159
                    180,                 1.1148,                0.66629,                0.86205,                 0.5199,                0.38975,                0.39992,                0.23887,                 1.2122,                0.85946,                0.88327,               0.004126,               0.004126,               0.004126
                    181,                  1.112,                 0.6685,                0.86465,                0.52168,                0.38909,                0.39977,                0.23876,                  1.212,                0.85981,                0.88335,               0.004093,               0.004093,               0.004093
                    182,                 1.1189,                0.67028,                0.86397,                0.51985,                0.38914,                0.39965,                 0.2388,                 1.2123,                0.85992,                0.88338,                0.00406,                0.00406,                0.00406
                    183,                 1.1166,                0.67107,                0.86348,                0.52099,                0.38948,                0.39974,                0.23876,                 1.2123,                0.86007,                0.88336,               0.004027,               0.004027,               0.004027
                    184,                 1.1195,                0.67216,                0.86466,                0.52211,                0.38955,                0.39999,                0.23891,                 1.2122,                0.86033,                0.88337,               0.003994,               0.003994,               0.003994
                    185,                 1.0473,                0.60588,                0.85048,                0.52223,                0.38949,                0.39964,                0.23874,                 1.2125,                0.86067,                0.88343,               0.003961,               0.003961,               0.003961
                    186,                 1.0553,                0.61357,                0.85244,                 0.5232,                0.38851,                0.39969,                0.23844,                 1.2127,                0.86119,                0.88346,               0.003928,               0.003928,               0.003928
                    187,                 1.0716,                0.62612,                0.85416,                0.52169,                0.38926,                 0.3995,                0.23843,                 1.2126,                0.86169,                0.88343,               0.003895,               0.003895,               0.003895
                    188,                 1.0656,                0.62319,                0.85455,                0.52343,                0.38841,                0.39936,                 0.2383,                 1.2128,                0.86237,                0.88358,               0.003862,               0.003862,               0.003862
                    189,                 1.0657,                0.62613,                0.85415,                0.52084,                0.38956,                0.39938,                0.23835,                  1.213,                0.86257,                0.88363,               0.003829,               0.003829,               0.003829
                    190,                 1.0754,                0.62856,                 0.8543,                0.52255,                0.38893,                0.39889,                0.23807,                 1.2131,                0.86317,                0.88345,               0.003796,               0.003796,               0.003796
                    191,                 1.0761,                0.63201,                0.85605,                0.52222,                0.38941,                0.39873,                0.23802,                  1.213,                0.86358,                0.88352,               0.003763,               0.003763,               0.003763
                    192,                 1.0816,                0.63806,                0.85609,                0.52177,                 0.3892,                0.39856,                0.23801,                 1.2134,                0.86412,                0.88369,                0.00373,                0.00373,                0.00373
                    193,                 1.0824,                 0.6378,                0.85733,                0.52052,                0.39053,                0.39857,                0.23779,                 1.2135,                0.86434,                0.88372,               0.003697,               0.003697,               0.003697
                    194,                 1.0874,                0.63901,                0.85785,                0.51875,                0.39026,                0.39848,                 0.2378,                 1.2136,                 0.8644,                0.88377,               0.003664,               0.003664,               0.003664
                    195,                 1.0903,                0.64315,                0.85798,                0.51946,                0.38964,                0.39839,                0.23768,                 1.2137,                0.86481,                0.88385,               0.003631,               0.003631,               0.003631
                    196,                 1.0878,                0.64294,                0.85757,                0.52044,                0.38894,                0.39823,                0.23761,                 1.2137,                0.86496,                0.88385,               0.003598,               0.003598,               0.003598
                    197,                 1.0948,                0.64908,                0.85893,                0.51962,                0.39016,                 0.3981,                 0.2375,                 1.2139,                0.86495,                 0.8838,               0.003565,               0.003565,               0.003565
                    198,                 1.0992,                 0.6532,                0.85984,                0.51841,                0.39006,                0.39803,                0.23756,                  1.214,                0.86507,                0.88386,               0.003532,               0.003532,               0.003532
                    199,                 1.1047,                0.65578,                 0.8601,                0.51988,                0.38997,                0.39816,                0.23753,                 1.2141,                0.86503,                0.88385,               0.003499,               0.003499,               0.003499
                    200,                 1.1021,                0.65812,                0.86252,                0.52204,                0.38852,                0.39798,                0.23776,                 1.2139,                0.86484,                 0.8838,               0.003466,               0.003466,               0.003466
                    201,                 1.1096,                0.66078,                0.86226,                0.52034,                0.38909,                0.39797,                0.23766,                 1.2141,                 0.8649,                0.88384,               0.003433,               0.003433,               0.003433
                    202,                 1.1076,                0.66094,                0.86186,                 0.5222,                0.38832,                 0.3978,                0.23744,                  1.214,                0.86508,                0.88383,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.1071,                 0.6601,                0.86222,                0.52079,                0.38854,                0.39764,                0.23753,                  1.214,                0.86525,                0.88382,               0.003367,               0.003367,               0.003367
                    204,                 1.1078,                0.66197,                0.86135,                0.52094,                0.38837,                0.39776,                0.23754,                 1.2139,                0.86515,                0.88401,               0.003334,               0.003334,               0.003334
                    205,                 1.1106,                0.66468,                0.86106,                0.51845,                0.38904,                0.39775,                0.23758,                  1.214,                0.86532,                0.88402,               0.003301,               0.003301,               0.003301
                    206,                 1.1086,                 0.6626,                0.86195,                0.52112,                0.38814,                0.39769,                0.23763,                 1.2143,                0.86532,                0.88407,               0.003268,               0.003268,               0.003268
                    207,                 1.1123,                 0.6666,                0.86157,                0.51804,                0.38861,                0.39782,                0.23781,                 1.2142,                0.86537,                0.88406,               0.003235,               0.003235,               0.003235
                    208,                 1.1092,                0.66433,                0.86342,                0.52036,                0.38793,                0.39796,                0.23804,                 1.2141,                0.86524,                0.88409,               0.003202,               0.003202,               0.003202
                    209,                 1.1128,                0.66512,                0.86383,                0.51728,                0.38886,                0.39813,                0.23808,                 1.2142,                0.86526,                0.88415,               0.003169,               0.003169,               0.003169
                    210,                 1.1159,                0.67092,                0.86306,                0.52071,                0.38804,                0.39839,                0.23822,                 1.2142,                0.86514,                0.88412,               0.003136,               0.003136,               0.003136
                    211,                 1.1255,                0.67505,                 0.8639,                0.51997,                0.38903,                0.39844,                0.23816,                  1.214,                0.86492,                0.88415,               0.003103,               0.003103,               0.003103
                    212,                 1.1205,                0.67269,                0.86378,                0.52145,                0.38876,                 0.3985,                0.23822,                  1.214,                0.86513,                0.88409,                0.00307,                0.00307,                0.00307
                    213,                  1.118,                0.67158,                0.86448,                  0.526,                0.38678,                0.39835,                0.23824,                 1.2138,                0.86491,                0.88401,               0.003037,               0.003037,               0.003037
                    214,                 1.1218,                0.67603,                0.86573,                0.52604,                0.38623,                0.39828,                0.23824,                 1.2137,                0.86488,                0.88403,               0.003004,               0.003004,               0.003004
                    215,                 1.1179,                0.67249,                0.86395,                0.52204,                0.38816,                0.39848,                 0.2382,                 1.2138,                0.86488,                0.88404,               0.002971,               0.002971,               0.002971
                    216,                 1.1166,                0.67248,                0.86483,                0.52408,                0.38676,                0.39854,                0.23845,                 1.2137,                0.86496,                  0.884,               0.002938,               0.002938,               0.002938
                    217,                  1.127,                0.67795,                0.86617,                0.52402,                0.38666,                0.39855,                0.23836,                 1.2134,                 0.8645,                0.88398,               0.002905,               0.002905,               0.002905
                    218,                 1.1205,                0.67322,                0.86468,                0.51971,                0.38834,                0.39879,                0.23849,                 1.2132,                0.86413,                0.88397,               0.002872,               0.002872,               0.002872
                    219,                 1.0272,                0.59018,                0.84727,                0.52137,                0.38742,                 0.3987,                0.23851,                 1.2133,                0.86462,                0.88397,               0.002839,               0.002839,               0.002839
                    220,                 1.0335,                0.59507,                0.84869,                0.52489,                0.38631,                0.39865,                 0.2384,                 1.2133,                  0.865,                0.88397,               0.002806,               0.002806,               0.002806
                    221,                 1.0507,                0.60641,                0.85042,                0.52656,                 0.3851,                0.39849,                0.23828,                 1.2134,                0.86551,                0.88399,               0.002773,               0.002773,               0.002773
                    222,                 1.0442,                0.60391,                0.85072,                0.52477,                0.38562,                0.39826,                0.23822,                 1.2136,                0.86545,                 0.8841,                0.00274,                0.00274,                0.00274
                    223,                  1.044,                0.60565,                0.85025,                0.52451,                0.38561,                0.39813,                0.23806,                 1.2138,                0.86577,                0.88414,               0.002707,               0.002707,               0.002707
                    224,                 1.0545,                0.60795,                0.85051,                0.52593,                0.38535,                0.39805,                0.23795,                 1.2139,                0.86618,                0.88421,               0.002674,               0.002674,               0.002674
                    225,                 1.0545,                0.61072,                0.85196,                0.52309,                0.38662,                0.39816,                0.23793,                 1.2142,                0.86654,                0.88423,               0.002641,               0.002641,               0.002641
                    226,                 1.0599,                0.61566,                0.85201,                0.52542,                0.38524,                0.39814,                0.23791,                 1.2141,                0.86671,                0.88426,               0.002608,               0.002608,               0.002608
                    227,                 1.0607,                0.61557,                0.85324,                0.52189,                0.38632,                0.39798,                0.23794,                  1.214,                0.86687,                0.88427,               0.002575,               0.002575,               0.002575
                    228,                 1.0654,                0.61698,                0.85376,                0.52287,                0.38671,                0.39821,                0.23789,                 1.2143,                0.86713,                0.88433,               0.002542,               0.002542,               0.002542
                    229,                 1.0673,                0.61997,                0.85362,                0.52398,                0.38651,                0.39807,                0.23784,                 1.2143,                0.86729,                0.88436,               0.002509,               0.002509,               0.002509
                    230,                 1.0662,                0.62049,                0.85341,                0.52333,                0.38648,                0.39781,                 0.2378,                 1.2145,                0.86718,                 0.8844,               0.002476,               0.002476,               0.002476
                    231,                 1.0725,                0.62572,                0.85486,                0.52111,                0.38704,                0.39778,                0.23767,                 1.2145,                0.86743,                0.88447,               0.002443,               0.002443,               0.002443
                    232,                 1.0772,                0.63026,                0.85591,                0.52284,                0.38617,                0.39759,                0.23759,                 1.2145,                0.86792,                0.88452,                0.00241,                0.00241,                0.00241
                    233,                 1.0827,                0.63207,                0.85592,                0.52023,                0.38764,                0.39774,                0.23745,                 1.2149,                0.86763,                0.88463,               0.002377,               0.002377,               0.002377
                    234,                 1.0795,                0.63432,                0.85835,                0.52012,                0.38711,                0.39753,                0.23756,                 1.2149,                0.86825,                0.88466,               0.002344,               0.002344,               0.002344
                    235,                  1.086,                0.63634,                0.85774,                0.52207,                0.38614,                0.39765,                0.23758,                 1.2149,                0.86813,                0.88464,               0.002311,               0.002311,               0.002311
                    236,                 1.0854,                0.63706,                0.85779,                0.52167,                0.38653,                0.39774,                0.23758,                  1.215,                0.86809,                0.88466,               0.002278,               0.002278,               0.002278
                    237,                 1.0169,                0.58243,                0.84561,                 0.5226,                0.38586,                0.39768,                0.23764,                 1.2151,                0.86832,                0.88471,               0.002245,               0.002245,               0.002245
                    238,                 1.0231,                0.58652,                0.84702,                0.52249,                0.38597,                0.39747,                0.23756,                 1.2152,                0.86874,                0.88472,               0.002212,               0.002212,               0.002212
                    239,                 1.0174,                0.58217,                0.84561,                0.52212,                0.38632,                0.39753,                0.23755,                 1.2153,                 0.8688,                0.88477,               0.002179,               0.002179,               0.002179
                    240,                 1.0136,                0.58065,                 0.8455,                0.52208,                0.38663,                0.39762,                0.23751,                 1.2154,                0.86898,                0.88477,               0.002146,               0.002146,               0.002146
                    241,                 1.0399,                0.59632,                0.84859,                0.52251,                0.38684,                0.39753,                0.23745,                 1.2156,                0.86931,                0.88482,               0.002113,               0.002113,               0.002113
                    242,                 1.0327,                0.59423,                0.84868,                0.52386,                0.38552,                0.39717,                0.23731,                 1.2157,                0.86968,                0.88485,                0.00208,                0.00208,                0.00208
                    243,                 1.0321,                0.59496,                0.84824,                0.52195,                  0.386,                0.39712,                0.23736,                 1.2158,                0.86982,                0.88495,               0.002047,               0.002047,               0.002047
                    244,                 1.0432,                0.59717,                0.84858,                0.52254,                0.38647,                0.39711,                0.23722,                 1.2158,                0.86977,                0.88491,               0.002014,               0.002014,               0.002014
                    245,                 1.0425,                 0.5992,                0.84984,                0.52243,                0.38649,                0.39711,                0.23717,                 1.2158,                0.87005,                0.88496,               0.001981,               0.001981,               0.001981
                    139,                 1.1093,                0.66275,                0.86193,                0.52761,                0.39282,                0.40587,                0.24307,                 1.2047,                0.84705,                0.88151,               0.005479,               0.005479,               0.005479
                    140,                 1.1101,                0.66761,                0.86287,                0.53056,                0.39188,                0.40588,                0.24316,                 1.2052,                0.84853,                 0.8818,               0.005446,               0.005446,               0.005446
                    141,                 1.1237,                0.67566,                0.86391,                0.52591,                0.39213,                 0.4054,                0.24286,                 1.2062,                0.84975,                 0.8819,               0.005413,               0.005413,               0.005413
                    142,                 1.1129,                0.67076,                0.86347,                0.52856,                 0.3921,                0.40513,                0.24262,                 1.2076,                0.85001,                0.88216,                0.00538,                0.00538,                0.00538
                    143,                 1.1099,                 0.6703,                0.86265,                0.52164,                0.39371,                0.40389,                0.24159,                 1.2081,                0.85195,                0.88244,               0.005347,               0.005347,               0.005347
                    144,                 1.1189,                0.67235,                0.86255,                0.52486,                0.39149,                0.40378,                0.24148,                 1.2092,                0.85272,                0.88285,               0.005314,               0.005314,               0.005314
                    145,                 1.1168,                0.67368,                0.86395,                0.52196,                0.39253,                0.40399,                0.24158,                 1.2098,                0.85382,                  0.883,               0.005281,               0.005281,               0.005281
                    146,                 1.1231,                0.67894,                0.86389,                0.52083,                0.39218,                 0.4043,                0.24128,                 1.2105,                0.85425,                0.88314,               0.005248,               0.005248,               0.005248
                    147,                  1.123,                0.67837,                0.86532,                0.52186,                0.39107,                 0.4037,                0.24128,                 1.2105,                0.85425,                0.88304,               0.005215,               0.005215,               0.005215
                    239,                 1.0174,                0.58217,                0.84561,                0.52212,                0.38632,                0.39753,                0.23755,                 1.2153,                 0.8688,                0.88477,               0.002179,               0.002179,               0.002179
                    240,                 1.0136,                0.58065,                 0.8455,                0.52208,                0.38663,                0.39762,                0.23751,                 1.2154,                0.86898,                0.88477,               0.002146,               0.002146,               0.002146
                    241,                 1.0399,                0.59632,                0.84859,                0.52251,                0.38684,                0.39753,                0.23745,                 1.2156,                0.86931,                0.88482,               0.002113,               0.002113,               0.002113
                    242,                 1.0327,                0.59423,                0.84868,                0.52386,                0.38552,                0.39717,                0.23731,                 1.2157,                0.86968,                0.88485,                0.00208,                0.00208,                0.00208
                    243,                 1.0321,                0.59496,                0.84824,                0.52195,                  0.386,                0.39712,                0.23736,                 1.2158,                0.86982,                0.88495,               0.002047,               0.002047,               0.002047
                    244,                 1.0432,                0.59717,                0.84858,                0.52254,                0.38647,                0.39711,                0.23722,                 1.2158,                0.86977,                0.88491,               0.002014,               0.002014,               0.002014
                    245,                 1.0425,                 0.5992,                0.84984,                0.52243,                0.38649,                0.39711,                0.23717,                 1.2158,                0.87005,                0.88496,               0.001981,               0.001981,               0.001981
                    246,                 1.0489,                0.60469,                0.85014,                0.52273,                0.38668,                 0.3971,                0.23711,                  1.216,                0.87039,                0.88499,               0.001948,               0.001948,               0.001948
                    247,                 1.0495,                0.60489,                0.85145,                0.52462,                 0.3861,                0.39705,                0.23699,                 1.2161,                0.87045,                0.88499,               0.001915,               0.001915,               0.001915
                    248,                  1.054,                0.60531,                0.85177,                0.52254,                 0.3869,                0.39693,                0.23695,                 1.2164,                0.87071,                0.88509,               0.001882,               0.001882,               0.001882
                    249,                 1.0564,                0.60868,                0.85159,                0.52244,                0.38721,                0.39712,                0.23696,                 1.2165,                0.87108,                0.88511,               0.001849,               0.001849,               0.001849
                    250,                 1.0107,                0.57764,                0.84463,                0.52313,                0.38623,                0.39714,                0.23695,                 1.2164,                0.87107,                0.88509,               0.001816,               0.001816,               0.001816
                    251,                 1.0162,                0.58097,                0.84583,                 0.5239,                0.38639,                 0.3971,                0.23678,                 1.2165,                0.87138,                0.88513,               0.001783,               0.001783,               0.001783
                    252,                 1.0329,                 0.5904,                0.84744,                0.52286,                0.38635,                0.39685,                0.23675,                 1.2165,                0.87157,                0.88518,                0.00175,                0.00175,                0.00175
                    253,                 1.0262,                0.58848,                0.84751,                 0.5231,                0.38657,                0.39682,                0.23676,                 1.2166,                0.87172,                0.88521,               0.001717,               0.001717,               0.001717
                    254,                 1.0262,                  0.589,                0.84724,                0.52282,                0.38623,                0.39658,                 0.2367,                 1.2167,                0.87195,                0.88517,               0.001684,               0.001684,               0.001684
                    255,                 1.0373,                0.59174,                0.84761,                0.52408,                0.38574,                0.39659,                 0.2367,                 1.2169,                0.87208,                 0.8852,               0.001651,               0.001651,               0.001651
                    256,                 1.0362,                0.59347,                0.84888,                0.52214,                0.38581,                0.39643,                0.23656,                 1.2169,                0.87225,                0.88525,               0.001618,               0.001618,               0.001618
                    257,                  1.043,                0.59895,                0.84902,                0.52284,                0.38607,                 0.3966,                0.23653,                  1.217,                0.87244,                0.88523,               0.001585,               0.001585,               0.001585
                    258,                 1.0435,                 0.5993,                0.85028,                0.52299,                0.38596,                0.39648,                0.23657,                 1.2172,                0.87264,                 0.8853,               0.001552,               0.001552,               0.001552
                    259,                 1.0487,                0.60022,                0.85075,                 0.5222,                0.38633,                0.39635,                0.23646,                 1.2171,                0.87258,                 0.8853,               0.001519,               0.001519,               0.001519
                    260,                 1.0457,                0.59979,                0.84979,                0.52124,                0.38637,                0.39643,                0.23652,                  1.217,                0.87264,                0.88533,               0.001486,               0.001486,               0.001486
                    261,                 1.0501,                0.60405,                0.85049,                0.52134,                0.38621,                0.39615,                0.23631,                 1.2173,                  0.873,                0.88539,               0.001453,               0.001453,               0.001453
                    262,                 1.0558,                0.60827,                0.85164,                0.52017,                0.38663,                0.39609,                0.23639,                 1.2175,                0.87346,                0.88543,                0.00142,                0.00142,                0.00142
                    263,                 1.0605,                0.61315,                0.85296,                 0.5187,                0.38716,                0.39602,                0.23629,                 1.2173,                0.87348,                0.88543,               0.001387,               0.001387,               0.001387
                    264,                 1.0659,                0.61519,                0.85287,                0.51893,                0.38742,                0.39626,                0.23636,                 1.2175,                0.87352,                0.88546,               0.001354,               0.001354,               0.001354
                    265,                 1.0631,                0.61685,                0.85528,                0.52015,                 0.3868,                0.39603,                 0.2363,                 1.2174,                0.87381,                0.88547,               0.001321,               0.001321,               0.001321
                    266,                   1.07,                0.61949,                0.85485,                 0.5199,                0.38722,                0.39609,                0.23627,                 1.2174,                0.87393,                0.88557,               0.001288,               0.001288,               0.001288
                    267,                 1.0692,                0.61999,                0.85464,                0.52021,                0.38776,                0.39653,                0.23636,                 1.2173,                  0.874,                0.88552,               0.001255,               0.001255,               0.001255
                    268,                  1.071,                0.62134,                0.85539,                0.51936,                0.38759,                0.39619,                0.23623,                 1.2172,                0.87442,                0.88557,               0.001222,               0.001222,               0.001222
                    269,                 1.0716,                0.62223,                0.85446,                0.51833,                0.38804,                0.39659,                 0.2362,                 1.2174,                0.87435,                0.88564,               0.001189,               0.001189,               0.001189
                    270,                 1.0731,                0.62401,                0.85413,                0.51968,                 0.3874,                 0.3964,                0.23624,                 1.2174,                 0.8744,                0.88571,               0.001156,               0.001156,               0.001156
                    271,                  1.072,                0.62334,                0.85491,                0.51891,                0.38736,                0.39615,                0.23608,                 1.2175,                0.87474,                0.88567,               0.001123,               0.001123,               0.001123
                    272,                 1.0031,                 0.5713,                 0.8434,                0.51955,                0.38784,                0.39675,                0.23622,                 1.2174,                0.87465,                0.88567,                0.00109,                0.00109,                0.00109
                    273,                 1.0059,                 0.5719,                0.84415,                0.51933,                0.38753,                0.39619,                0.23624,                 1.2176,                0.87482,                0.88569,               0.001057,               0.001057,               0.001057
                    274,                 1.0213,                0.58052,                0.84556,                0.52084,                0.38628,                0.39607,                0.23607,                 1.2175,                0.87484,                0.88572,               0.001024,               0.001024,               0.001024
                    275,                 1.0143,                0.57822,                0.84558,                 0.5205,                0.38699,                0.39612,                  0.236,                 1.2178,                0.87547,                0.88575,               0.000991,               0.000991,               0.000991
                    276,                 1.0142,                0.57818,                0.84522,                0.52216,                0.38676,                0.39651,                0.23606,                 1.2177,                0.87562,                0.88575,               0.000958,               0.000958,               0.000958
                    277,                 1.0246,                0.58076,                0.84549,                0.52039,                0.38715,                 0.3964,                0.23593,                  1.218,                0.87575,                0.88577,               0.000925,               0.000925,               0.000925
                    278,                  1.023,                0.58145,                0.84651,                0.52007,                0.38666,                0.39583,                0.23597,                 1.2179,                0.87564,                0.88575,               0.000892,               0.000892,               0.000892
                    279,                 1.0302,                0.58724,                0.84677,                0.52206,                0.38636,                0.39636,                0.23596,                 1.2181,                 0.8759,                0.88578,               0.000859,               0.000859,               0.000859
                    280,                 1.0307,                0.58726,                0.84808,                 0.5205,                0.38714,                0.39615,                0.23591,                 1.2181,                0.87597,                0.88584,               0.000826,               0.000826,               0.000826
                    281,                 1.0359,                0.58833,                0.84847,                0.52084,                0.38714,                0.39632,                0.23596,                 1.2183,                0.87623,                0.88584,               0.000793,               0.000793,               0.000793
                    282,                 1.0366,                0.59033,                0.84823,                 0.5219,                0.38679,                0.39608,                0.23573,                 1.2184,                 0.8763,                0.88582,                0.00076,                0.00076,                0.00076
                    283,                 1.0364,                0.59149,                0.84812,                0.52094,                0.38669,                 0.3961,                0.23584,                 1.2185,                0.87655,                0.88587,               0.000727,               0.000727,               0.000727
                    284,                 1.0428,                0.59543,                0.84942,                0.52094,                0.38694,                 0.3959,                0.23571,                 1.2184,                0.87692,                0.88587,               0.000694,               0.000694,               0.000694
                    285,                 1.0478,                 0.5999,                0.85054,                 0.5206,                0.38689,                0.39599,                0.23579,                 1.2186,                0.87707,                0.88587,               0.000661,               0.000661,               0.000661
                    286,                 1.0533,                0.60261,                0.85068,                0.52047,                0.38699,                0.39599,                0.23575,                 1.2187,                0.87708,                0.88591,               0.000628,               0.000628,               0.000628
                    287,                 1.0511,                0.60422,                0.85314,                0.51954,                 0.3864,                0.39556,                0.23551,                 1.2187,                0.87725,                0.88595,               0.000595,               0.000595,               0.000595
                    288,                 1.0584,                0.60749,                0.85276,                0.51847,                0.38632,                0.39552,                0.23554,                 1.2187,                0.87736,                0.88596,               0.000562,               0.000562,               0.000562
                    289,                 1.0573,                0.60799,                 0.8526,                0.51836,                0.38638,                0.39533,                 0.2354,                 1.2188,                0.87741,                0.88598,               0.000529,               0.000529,               0.000529
                    290,                 1.0597,                0.60949,                0.85345,                0.51782,                0.38636,                0.39536,                0.23545,                 1.2188,                0.87782,                0.88601,               0.000496,               0.000496,               0.000496
                    291,                 1.0976,                0.63995,                0.86279,                0.51795,                0.38683,                0.39575,                0.23541,                 1.2189,                0.87791,                0.88605,               0.000463,               0.000463,               0.000463
                    292,                 1.0746,                0.61654,                0.85762,                0.51722,                0.38704,                0.39564,                0.23544,                 1.2189,                0.87802,                0.88608,                0.00043,                0.00043,                0.00043
                    293,                 1.0676,                 0.6101,                0.85834,                0.51493,                0.38753,                0.39532,                 0.2354,                  1.219,                0.87804,                0.88613,               0.000397,               0.000397,               0.000397
                    294,                 1.0673,                0.60777,                0.85638,                0.51631,                 0.3869,                0.39523,                0.23533,                 1.2191,                0.87816,                0.88611,               0.000364,               0.000364,               0.000364
                    295,                 1.0628,                0.60493,                0.85675,                0.51605,                0.38726,                0.39571,                0.23552,                 1.2191,                0.87841,                0.88619,               0.000331,               0.000331,               0.000331
                    296,                 1.0673,                0.60613,                0.85738,                0.52006,                0.38643,                0.39565,                 0.2354,                 1.2191,                0.87842,                0.88616,               0.000298,               0.000298,               0.000298
                    297,                 1.0646,                 0.6067,                0.85665,                0.52034,                0.38641,                0.39567,                0.23541,                 1.2192,                0.87837,                0.88615,               0.000265,               0.000265,               0.000265
                    298,                 1.0598,                0.60129,                0.85579,                 0.5196,                 0.3866,                0.39583,                 0.2354,                 1.2193,                0.87879,                0.88616,               0.000232,               0.000232,               0.000232
                    299,                 1.0636,                0.60293,                 0.8566,                 0.5184,                0.38653,                0.39566,                0.23533,                 1.2194,                0.87864,                0.88624,               0.000199,               0.000199,               0.000199
                    300,                  1.062,                0.60371,                0.85659,                0.51776,                0.38665,                0.39566,                0.23546,                 1.2194,                0.87932,                0.88622,               0.000166,               0.000166,               0.000166
